"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_2875","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_2876","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ASV_2877","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gomphales","f__Gomphaceae","g__Ramaria","s__stricta"
"ASV_2878","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Acrospermales","f__Acrospermaceae","g__Acrospermum",NA
"ASV_2879","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Thelebolaceae","g__Inopinatum","s__lactosum"
"ASV_2880","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_2881","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2882","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV_2883","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Xenodidymella",NA
"ASV_2884","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Discinellaceae","g__Gyoerffyella",NA
"ASV_2885","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides","s__hydnoides"
"ASV_2886","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_2887","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Scopuloides","s__hydnoides"
"ASV_2888","k__Fungi","p__Ascomycota","c__Ascomycota_cls_Incertae_sedis","o__Ascomycota_ord_Incertae_sedis","f__Ascomycota_fam_Incertae_sedis","g__Hormodochis","s__aggregata"
"ASV_2889","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Phaeothecoidiellaceae","g__Phaeothecoidiella","s__missouriensis"
"ASV_2890","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Kurtzmanomyces","s__nectairei"
"ASV_2891","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2892","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2893","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Cephaloascaceae","g__Cephaloascus","s__albidus"
"ASV_2894","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariales_fam_Incertae_sedis","g__Polyscytalum",NA
"ASV_2895","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2896","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Myriangiales_gen_Incertae_sedis",NA
"ASV_2897","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2898","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Microascales","f__Microascaceae","g__Acaulium","s__caviariforme"
"ASV_2899","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora",NA
"ASV_2900","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_2901","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_2902","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__cryptum"
"ASV_2903","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__paraflava"
"ASV_2904","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"ASV_2905","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Epicoccum","s__henningsii"
"ASV_2906","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_2907","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2908","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2909","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2910","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"ASV_2911","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2912","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Myrmecridiales","f__Myrmecridiaceae","g__Myrmecridium","s__sambuci"
"ASV_2913","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__alutaria"
"ASV_2914","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Pseudophaeophleospora","s__atkinsonii"
"ASV_2915","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Amphisphaeriales",NA,NA,NA
"ASV_2916","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Elsinoaceae","g__Elsinoe",NA
"ASV_2917","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Phlebia","s__acerina"
"ASV_2918","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Mycoacia","s__fuscoatra"
"ASV_2919","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium","s__callistephi"
"ASV_2920","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Rickenellaceae","g__Peniophorella","s__pubera"
"ASV_2921","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Leotiales","f__Tympanidaceae",NA,NA
"ASV_2922","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Phaeotremellaceae","g__Phaeotremella",NA
"ASV_2923","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrina",NA
"ASV_2924","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__neglecta"
"ASV_2925","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Russulaceae","g__Russula","s__cerolens"
"ASV_2926","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Neocatenulostroma","s__microsporum"
"ASV_2927","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Apenidiella","s__strumelloidea"
"ASV_2928","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Pseudocosmospora","s__rogersonii"
"ASV_2929","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_2930","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae",NA,NA
"ASV_2931","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Toxicocladosporium",NA
"ASV_2932","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_2933","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_2934","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Saccothecium","s__rubi"
"ASV_2935","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__calciphila"
"ASV_2936","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_2937","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_2938","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola"
"ASV_2939","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_2940","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes",NA,NA,NA,NA
"ASV_2941","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2942","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Cephalothecales","f__Cephalothecaceae","g__Phialemonium","s__guarroi"
"ASV_2943","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_2944","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2945","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_2946","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Ascosphaerales","f__Ascosphaeraceae","g__Ascosphaera","s__larvis"
"ASV_2947","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__xenobiotica"
"ASV_2948","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2949","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2950","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__ribicola"
"ASV_2951","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Ramularia","s__collo-cygni"
"ASV_2952","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Tetraplosphaeriaceae","g__Tetraploa","s__pseudoaristata"
"ASV_2953","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma",NA
"ASV_2954","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA
"ASV_2955","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Glomerellaceae","g__Colletotrichum","s__cereale"
"ASV_2956","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_2957","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,NA
"ASV_2958","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__pleioeuonymi"
"ASV_2959","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Retiarius","s__revayae"
"ASV_2960","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__asiaticiphlyctidospora"
"ASV_2961","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2962","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__seminuda"
"ASV_2963","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Cladoniaceae","g__Cladonia","s__ochrochlora"
"ASV_2964","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Ramalinaceae","g__Bacidia","s__schadeana"
"ASV_2965","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2966","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA
"ASV_2967","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2968","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__panattonianum"
"ASV_2969","k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Entylomatales","f__Entylomataceae","g__Tilletiopsis","s__washingtonensis"
"ASV_2970","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_2971","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariaceae","g__Elmerina","s__caryae"
"ASV_2972","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__infectoria"
"ASV_2973","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2974","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Torulaceae","g__Rutola","s__graminis"
"ASV_2975","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis",NA
"ASV_2976","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__moniliae"
"ASV_2977","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__aquadulcis"
"ASV_2978","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiomycetes_ord_Incertae_sedis","f__Rhizophydiomycetes_fam_Incertae_sedis","g__Rhizophydiomycetes_gen_Incertae_sedis",NA
"ASV_2979","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Botryosphaeriales","f__Melanopsaceae","g__Melanops","s__chinensis"
"ASV_2980","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2981","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__circinelloides"
"ASV_2982","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Beauveria","s__pseudobassiana"
"ASV_2983","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Cytosporaceae","g__Cytospora","s__chrysosperma"
"ASV_2984","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__halotolerans"
"ASV_2985","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__steckii"
"ASV_2986","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_2987","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2988","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2989","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2990","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Phaeomoniellales","f__Celotheliaceae","g__Aequabiliella","s__effusa"
"ASV_2991","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2992","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Physisporinus","s__vitreus"
"ASV_2993","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Hymenochaetales_fam_Incertae_sedis","g__Trichaptum",NA
"ASV_2994","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_2995","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_2996","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__radiata"
"ASV_2997","k__Fungi","p__Ascomycota","c__Dothideomycetes",NA,NA,NA,NA
"ASV_2998","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_2999","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Dothideaceae","g__Dothideaceae_gen_Incertae_sedis",NA
"ASV_3000","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Cystobasidiomycetes_fam_Incertae_sedis","g__Cystobasidiomycetes_gen_Incertae_sedis",NA
"ASV_3001","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Stagonosporopsis",NA
"ASV_3002","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3003","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3004","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Teratosphaeria",NA
"ASV_3005","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3006","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3007","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3008","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Metschnikowiaceae","g__Metschnikowia","s__reukaufii"
"ASV_3009","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidium","s__slooffiae"
"ASV_3010","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__Venturia",NA
"ASV_3011","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotiaceae_gen_Incertae_sedis",NA
"ASV_3012","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"ASV_3013","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Mrakia","s__hoshinonis"
"ASV_3014","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3015","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__xanthorrhoeae"
"ASV_3016","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__canadensis"
"ASV_3017","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Lapidomyces",NA
"ASV_3018","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus","s__westerdijkiae"
"ASV_3019","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiaceae","g__Rhizophydium",NA
"ASV_3020","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium","s__macerans"
"ASV_3021","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Ploettnerulaceae",NA,NA
"ASV_3022","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_3023","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellomycetes_ord_Incertae_sedis","f__Tremellomycetes_fam_Incertae_sedis","g__Tremellomycetes_gen_Incertae_sedis",NA
"ASV_3024","k__Fungi","p__Ascomycota","c__Lecanoromycetes",NA,NA,NA,NA
"ASV_3025","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3026","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Capronia","s__leucadendri"
"ASV_3027","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__hungarica"
"ASV_3028","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3029","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria","s__caricicola"
"ASV_3030","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_3031","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3032","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae","g__Sistotrema","s__coroniferum"
"ASV_3033","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__hungarica"
"ASV_3034","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenaceae","g__Chrysosporium","s__carmichaelii"
"ASV_3035","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Ustilaginales","f__Ustilaginaceae","g__Ustilago","s__nunavutica"
"ASV_3036","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3037","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3038","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3039","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3040","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3041","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3042","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ASV_3043","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA
"ASV_3044","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3045","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3046","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3047","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__michotii"
"ASV_3048","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae",NA,NA
"ASV_3049","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Teratosphaeriaceae","g__Capnobotryella","s__renispora"
"ASV_3050","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3051","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3052","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3053","k__Fungi","p__Fungi_phy_Incertae_sedis","c__Fungi_cls_Incertae_sedis","o__Fungi_ord_Incertae_sedis","f__Fungi_fam_Incertae_sedis","g__Fungi_gen_Incertae_sedis",NA
"ASV_3054","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Botryobasidiaceae","g__Botryobasidium","s__candicans"
"ASV_3055","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Steccherinaceae","g__Junghuhnia","s__nitida"
"ASV_3056","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Atheliales","f__Byssocorticiaceae","g__Leptosporomyces","s__fuscostratus"
"ASV_3057","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Praetumpfia","s__obducens"
"ASV_3058","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Kondoa","s__yuccicola"
"ASV_3059","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3060","k__Fungi","p__Ascomycota","c__Arthoniomycetes","o__Arthoniales",NA,NA,NA
"ASV_3061","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis",NA,NA,NA
"ASV_3062","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales",NA,NA,NA
"ASV_3063","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Neophaeothecales","f__Neophaeothecaceae","g__Neophaeotheca","s__triangularis"
"ASV_3064","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__dimennae"
"ASV_3065","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Hericiaceae","g__Hericium","s__yumthangense"
"ASV_3066","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3067","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3068","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Cladosporiales","f__Cladosporiaceae","g__Cladosporium","s__herbarum"
"ASV_3069","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3070","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3071","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3072","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3073","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Coniothyriaceae","g__Coniothyrium","s__sidae"
"ASV_3074","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__carotiincultae"
"ASV_3075","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3076","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3077","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Zaanenomyces","s__moderatricis-academiae"
"ASV_3078","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3079","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Hyphodontia","s__alienata"
"ASV_3080","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3081","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__sumatraense"
"ASV_3082","k__Fungi","p__Ascomycota","c__Taphrinomycetes","o__Taphrinales","f__Taphrinaceae","g__Taphrinaceae_gen_Incertae_sedis",NA
"ASV_3083","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA
"ASV_3084","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_3085","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mycosphaerellales","f__Mycosphaerellaceae","g__Cercospora",NA
"ASV_3086","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3087","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__ribicola"
"ASV_3088","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_3089","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Neoantennariellaceae","g__Cippumomyces","s__mortalis"
"ASV_3090","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa",NA
"ASV_3091","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ASV_3092","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Chorioactidaceae","g__Desmazierella","s__acicola"
"ASV_3093","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__amylolytica"
